,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
8728,42,2106,533.0,1141,445,3.1129,1,149300
8729,24,2220,411.0,894,365,4.2891,1,211700
8730,27,3800,728.0,1587,605,4.7237,1,306600
8731,40,2725,531.0,1167,458,3.7969,1,202800
8732,25,2990,450.0,1335,434,4.7,1,190100
8733,18,2042,420.0,914,400,2.9871,1,193800
8734,18,2915,418.0,1340,421,5.2452,1,204900
8735,18,2933,481.0,1279,443,5.0849,1,188500
8736,16,2621,416.0,1247,386,4.8603,1,198400
8737,20,3460,602.0,1707,568,3.7115,1,181900
8738,17,2864,487.0,1482,547,4.6833,1,215200
8739,24,2388,358.0,1187,362,4.6534,1,196500
8740,45,2264,504.0,1076,472,3.0139,1,194100
8741,49,2300,463.0,1061,429,4.075,1,228800
8742,17,2652,342.0,1199,350,5.565,1,267100
8743,22,2933,461.0,1283,449,6.2034,1,291100
8744,37,1966,348.0,875,381,4.0703,1,223800
8745,39,2889,517.0,1351,489,4.3056,1,251300
8746,40,1974,410.0,1039,398,3.7917,1,151600
8747,23,4030,537.8705525375618,1852,778,3.402,1,193300
8748,24,1948,310.0,922,313,4.95,1,243600
8749,49,3273,579.0,1431,539,4.275,1,227600
8750,31,2554,515.0,1507,533,3.8,1,162600
8751,32,2344,434.0,1066,384,4.0313,1,285000
8752,29,2644,464.0,1372,450,5.0544,1,261800
8753,32,3201,542.0,1869,519,3.2442,1,268000
8754,35,3941,645.0,1668,620,4.385,1,317700
8755,47,2090,387.0,1053,377,3.5673,1,310300
8756,16,3049,609.0,1675,618,2.4117,1,162500
8757,28,1915,419.0,930,342,3.7875,1,292700
8758,30,3919,743.0,1693,693,3.3827,1,292100
8759,16,3741,698.0,1938,658,4.6324,1,183600
8760,13,4011,936.0,2064,914,3.6953,1,157600
8761,14,3155,580.0,1208,501,4.1964,1,258100
8762,15,2536,414.0,1400,426,5.6613,1,172400
8763,23,2846,516.0,1526,492,3.733,1,163500
8764,26,1887,381.0,1060,364,3.0078,1,160400
8765,15,3091,697.0,1602,682,4.0071,1,135500
8766,14,2313,537.8705525375618,954,397,3.7813,1,146500
8767,19,2987,676.0,1782,688,2.8261,1,154500
8768,23,2744,588.0,1493,557,3.1781,1,162000
8769,16,2355,345.0,1014,348,5.6018,1,253000
8770,15,2153,345.0,979,335,5.1966,1,325400
8771,16,1683,341.0,880,327,3.2857,1,160200
8772,32,2826,627.0,1767,628,3.1047,1,141400
8773,28,1585,412.0,1362,424,1.6685,1,114100
8774,23,1569,414.0,1031,368,1.6267,1,129200
8775,16,4922,1211.0,2557,1088,2.0915,1,168100
8776,17,5815,898.0,2614,887,4.3657,1,215900
8777,29,2551,448.0,1165,456,4.3587,1,196400
8778,18,2723,529.0,1150,520,3.5885,1,191900
8779,17,2007,400.0,895,403,3.2813,1,202700
8780,14,5315,1037.0,2228,950,4.023,1,208400
8781,15,2936,517.0,1182,501,3.3981,1,246900
8782,13,7731,1360.0,2543,1249,4.6957,1,259800
8783,14,2364,631.0,1300,625,2.6023,1,221100
8784,26,2081,339.0,906,323,4.4375,1,293500
8785,24,2622,525.0,1027,510,2.9222,1,242600
8786,32,3771,741.0,1786,721,3.2415,1,172200
8787,29,2796,588.0,1346,562,2.9107,1,169700
8788,38,1689,526.0,1071,529,1.5026,1,124000
8789,29,1706,415.0,990,394,1.9932,1,164800
8790,41,1974,482.0,965,458,2.905,1,159300
8791,36,2175,516.0,1087,477,3.0444,1,167200
8792,39,2739,573.0,1223,569,2.9663,1,185400
8793,48,3118,561.0,1275,530,3.455,1,222100
8794,16,3452,791.0,1567,731,2.4722,1,194300
8795,17,3201,527.0,1244,495,4.7143,1,202900
8796,19,1848,428.0,1130,433,3.0568,1,190300
8797,23,3220,603.0,1299,591,3.9261,1,213300
8798,29,2891,459.0,1012,441,5.0415,1,240200
8799,32,2970,504.0,1117,512,5.0,1,275900
8800,23,2296,356.0,902,334,6.0298,1,289100
8801,19,4976,711.0,1926,625,7.3003,1,381300
8802,15,5645,830.0,2324,769,6.6104,1,330900
8803,16,2697,490.0,1462,515,4.2051,1,190300
8804,16,2724,593.0,1124,586,2.825,1,186200
8805,23,2246,437.0,1035,386,3.7617,1,172600
8806,14,2096,420.0,926,397,4.0647,1,187800
8807,21,2066,393.0,919,395,3.267,1,176200
8808,20,2806,477.0,1369,460,4.75,1,190500
8809,18,3364,501.0,1442,506,6.6854,1,313000
8810,19,3244,449.0,1174,454,5.8369,1,255700
8811,24,2409,464.0,1006,403,4.5167,1,265200
8812,19,2107,332.0,874,341,5.7819,1,265600
8813,23,2511,549.0,1052,527,2.4922,1,192000
8814,18,4839,918.0,2755,841,3.75,1,248300
8815,16,4196,638.0,1713,615,5.449,1,252100
8816,14,4042,1298.0,2323,1158,2.0651,1,135400
8817,16,1834,391.0,994,390,3.7266,1,156500
8818,28,3580,611.0,1634,567,4.745,1,248600
8819,13,4323,1020.0,2566,728,3.0147,1,142800
8820,16,2653,606.0,1693,586,2.6384,1,146900
8821,14,4742,756.0,2149,732,4.5152,1,199200
8822,14,4794,767.0,2252,768,4.2061,1,213100
8823,14,2324,754.0,1026,677,1.722,1,150000
8824,17,3064,588.0,1704,590,3.9329,1,170900
8825,25,2696,496.0,1296,514,4.0798,1,179200
8826,23,2819,612.0,1644,546,2.6576,1,147900
8827,20,2919,508.0,1711,500,3.875,1,140300
8828,17,2287,497.0,1240,493,3.5845,1,164300
8829,15,3265,690.0,1629,629,3.7132,1,167600
8830,14,4376,797.0,1809,746,3.8244,1,180000
8831,14,4143,656.0,1569,629,3.9766,1,345300
8832,42,2050,434.0,1073,416,2.375,1,141000
8833,29,2677,691.0,1880,664,2.1864,1,143200
8834,31,2020,476.0,1408,437,2.5735,1,131100
8835,26,3604,734.0,2605,704,3.0969,1,143800
8836,26,1446,296.0,884,295,4.3523,1,150000
8837,30,2099,406.0,1156,401,2.8036,1,152300
8838,30,3689,746.0,2250,697,2.975,1,157300
8839,36,1599,345.0,1086,314,2.6667,1,149100
8840,43,1351,277.0,1011,297,2.5917,1,144000
8841,35,2611,475.0,1293,463,2.75,1,197500
8842,17,3150,588.0,1857,610,3.9688,1,165000
8843,29,2756,551.0,1381,531,2.9625,1,237300
8844,19,2191,391.0,1065,404,4.125,1,204600
8845,37,2217,451.0,1019,428,3.1217,1,178500
8846,15,3080,617.0,1446,599,3.6696,1,194400
8847,40,2406,423.0,1054,426,3.8846,1,215900
8848,26,1634,315.0,909,317,4.1731,1,257200
8849,26,2273,474.0,1124,420,2.9453,1,166700
8850,27,2565,479.0,1227,467,4.5132,1,259900
8851,30,2260,374.0,958,359,5.0323,1,222400
8852,25,3067,569.0,1602,550,3.9917,1,244100
8853,20,3404,628.0,1641,585,5.0574,1,276200
8854,18,2399,389.0,1131,391,5.2769,1,293900
8855,16,2017,369.0,931,336,5.7664,1,267500
8856,28,2388,437.0,1015,381,5.1512,1,268300
8857,36,1987,387.0,1065,347,4.0446,1,172200
8858,22,2900,538.0,1445,515,4.511,1,296800
8859,30,3977,930.0,1387,582,2.6161,3,132500
8860,29,4450,939.0,1328,590,3.1,1,162100
8861,44,3234,746.0,1112,470,1.9265,1,132700
8862,48,3939,860.0,1257,571,2.1165,1,98700
8863,37,2469,519.0,1137,474,3.6343,1,146500
8864,27,3894,776.0,1832,715,3.5085,1,187800
8865,22,3328,550.0,1309,512,4.7105,1,266200
8866,18,2021,537.8705525375618,912,329,4.5,1,251900
8867,13,4808,848.0,2568,762,3.6583,1,183200
8868,27,1823,360.0,907,317,3.276,1,172900
8869,23,2676,521.0,1456,500,3.7361,1,173700
8870,35,2597,522.0,1231,499,2.7432,1,174000
8871,18,2721,557.0,1667,539,3.1875,1,176100
8872,29,2176,385.0,1117,374,3.8681,1,188600
8873,17,5199,1023.0,2036,890,3.2452,1,168800
8874,41,2720,501.0,987,364,4.0294,1,201700
8875,16,4418,704.0,1908,697,4.5913,1,244600
8876,26,4050,712.0,2072,636,4.0781,1,287800
8877,32,4073,718.0,2053,629,3.7352,1,228000
8878,18,2856,513.0,1027,405,4.6953,1,241700
8879,16,4047,769.0,1998,673,3.375,1,171900
8880,45,1717,389.0,916,367,3.2425,1,138800
8881,32,2697,529.0,1417,535,3.2546,1,134100
8882,20,3109,712.0,1643,638,2.8344,1,164400
8883,27,3658,764.0,1278,518,3.3536,3,157500
8884,28,3297,676.0,923,373,3.9167,3,232600
8885,50,2530,524.0,940,361,2.9375,1,122900
8886,18,2562,500.0,1128,414,3.9336,1,262500
8887,17,4227,729.0,1809,679,3.2667,2,269500
8888,27,4213,750.0,2142,746,3.7031,2,173300
8889,14,3531,508.0,1505,497,5.5228,2,275300
8890,16,2022,413.0,1126,408,2.5655,2,116400
8891,15,3553,659.0,1684,611,3.3169,2,131200
8892,20,1717,403.0,1062,401,1.6759,2,116700
8893,37,1956,402.0,1265,397,2.3023,2,91900
8894,18,3453,666.0,1958,601,3.0043,2,156500
8895,14,5514,909.0,2819,970,3.8598,2,174400
8896,19,3725,543.0,1412,463,5.7476,2,248600
8897,19,6473,1212.0,3559,1123,3.2246,2,129300
8898,16,3476,650.0,2126,665,3.3438,2,125400
8899,18,3469,661.0,1452,628,3.4079,2,147500
8900,20,3275,760.0,1538,705,2.48,2,135600
8901,29,2911,445.0,1170,460,4.9904,2,158100
8902,33,3230,587.0,1579,560,3.5775,2,109700
8903,18,5129,1171.0,3622,1128,2.0272,2,92700
8904,19,3814,790.0,2219,804,3.5208,2,145000
8905,25,3262,588.0,1834,578,3.996,2,114500
8906,20,3204,625.0,2016,605,2.6567,2,110400
8907,27,1956,327.0,1004,307,3.7857,2,110500
8908,28,2875,560.0,1608,558,3.5489,2,106400
8909,15,3062,584.0,1624,538,4.3864,2,137600
8910,16,4961,902.0,2654,804,4.2823,2,138300
8911,16,4478,647.0,1990,672,5.1473,2,188400
8912,18,3176,468.0,1296,471,5.5684,2,185100
8913,25,2773,384.0,1060,381,6.4788,2,199400
8914,16,2793,476.0,1279,477,3.4667,2,160900
8915,15,4065,841.0,1986,680,3.072,2,114300
8916,16,2349,446.0,1302,392,3.1625,2,130300
8917,27,4006,762.0,1806,718,3.1848,2,112800
8918,28,3269,647.0,1595,617,2.2336,2,112700
8919,16,2493,535.0,1370,504,3.3368,2,121200
8920,18,4197,1006.0,2203,874,2.166,2,118600
8921,17,2434,511.0,1558,546,2.9219,2,114300
8922,15,2485,434.0,1296,434,3.8542,2,145200
8923,24,2930,588.0,1448,570,3.5395,2,127900
8924,21,2760,632.0,1260,576,2.0227,2,179800
8925,33,1959,342.0,984,356,4.5208,2,114200
8926,40,3012,616.0,1423,595,2.6346,2,100600
8927,28,1768,423.0,1066,392,1.8315,2,90500
8928,30,1718,395.0,914,400,1.933,2,107000
8929,44,2848,623.0,1408,576,2.1487,2,86600
8930,27,2278,479.0,995,449,2.5148,2,110200
8931,37,2483,459.0,1072,445,3.0721,2,108100
8932,36,3679,613.0,1366,581,4.5,2,151400
8933,43,2369,413.0,944,422,3.2632,2,138100
8934,43,2039,331.0,875,342,3.9844,2,152000
8935,32,3951,797.0,1916,740,2.6722,2,111500
8936,24,2162,459.0,1468,441,3.1857,2,98300
8937,36,3495,641.0,1688,684,3.1568,2,109900
8938,20,2973,620.0,1996,570,3.0645,2,106000
8939,22,2001,387.0,1520,387,3.148,2,102300
8940,41,1580,385.0,881,361,2.7538,2,99600
8941,16,3960,716.0,1776,724,3.9886,2,137500
8942,42,2359,504.0,1131,480,2.0833,2,95500
8943,13,5075,978.0,3033,838,3.0577,2,119000
8944,14,5200,1119.0,3221,1102,2.6964,2,107000
8945,34,1700,325.0,972,326,2.4485,2,95500
8946,32,3487,740.0,1957,685,2.7209,2,88300
8947,13,3309,603.0,1796,555,3.8372,2,129300
8948,17,4054,654.0,2034,667,4.6833,2,142200
8949,23,3497,887.0,2467,816,1.9444,2,93400
8950,16,1326,375.0,884,375,1.871,2,103900
8951,30,3257,574.0,1804,588,3.5331,2,102900
8952,16,3964,824.0,2622,766,2.3152,2,111300
8953,24,2282,423.0,1167,398,3.8214,2,116100
8954,20,3375,630.0,1505,598,2.69,2,201300
8955,32,4579,914.0,2742,856,2.6619,2,86200
8956,32,1717,325.0,1356,307,2.6705,2,91900
8957,38,2427,450.0,1272,474,2.8833,2,115200
8958,37,1995,448.0,1559,443,2.1833,2,92700
8959,30,2110,406.0,1301,345,2.3173,2,86500
8960,14,3643,706.0,2070,697,3.1523,2,141800
8961,18,2829,732.0,1751,712,1.6445,2,156900
8962,18,1802,335.0,1110,329,3.1641,2,96300
8963,13,2920,481.0,1602,490,3.9286,2,145800
8964,29,1940,337.0,1070,332,3.6597,2,145600
8965,22,2140,445.0,1441,409,2.4706,2,89400
8966,47,2310,484.0,1126,447,2.2083,2,97300
8967,34,3078,477.0,1226,487,4.601,2,150000
8968,21,2974,495.0,1313,461,4.4886,2,135400
8969,16,4527,887.0,2531,825,3.7065,2,124800
8970,20,1901,313.0,1258,320,3.8958,2,126800
8971,13,3795,604.0,1639,609,4.6635,2,198400
8972,16,2037,464.0,1267,451,2.4556,2,97100
8973,21,1299,338.0,1494,311,1.3348,2,225000
8974,32,2574,425.0,1099,391,4.3864,2,117500
8975,22,3585,548.0,1757,577,4.174,2,100100
8976,21,2693,481.0,1337,435,3.8534,2,99700
8977,13,6408,1087.0,3294,1106,4.2656,2,110700
8978,18,3212,542.0,1817,508,3.3793,2,92900
8979,27,2098,372.0,1090,333,4.45,2,96200
8980,26,2121,375.0,1125,366,3.3958,2,94600
8981,14,2774,451.0,1292,428,4.3833,2,115200
8982,22,2264,390.0,1056,403,3.6111,2,112300
8983,22,2144,376.0,1200,370,3.4426,2,102400
8984,16,5022,1103.0,2087,956,2.3963,2,114800
8985,15,2659,396.0,1159,407,5.234,2,124900
8986,36,1826,329.0,1068,318,1.9797,2,118800
8987,26,2668,510.0,1437,505,3.3125,2,100000
8988,34,2129,350.0,969,314,2.7039,2,106300
8989,19,2611,503.0,1185,483,2.3657,2,94000
8990,15,2102,358.0,957,371,3.1908,2,137900
8991,16,2722,511.0,1366,495,2.8447,2,87700
8992,13,3719,803.0,1754,764,2.3517,2,88900
8993,21,2087,382.0,888,361,2.207,2,86400
8994,20,3758,798.0,1685,757,2.3667,2,91200
8995,26,2231,421.0,987,364,2.4792,2,88800
8996,20,2749,575.0,1195,491,3.0391,2,139700
8997,32,3451,625.0,1968,574,2.9554,2,110300
8998,27,1621,323.0,882,324,2.75,2,93500
8999,28,2112,363.0,1011,335,4.2222,2,108900
9000,14,3965,804.0,1945,733,2.6906,2,95300
9001,23,1885,363.0,1056,338,3.2159,2,92800
9002,39,1730,310.0,899,309,2.6648,2,129200
9003,17,2076,350.0,998,340,4.3281,2,145700
9004,18,2603,478.0,1158,423,4.5938,2,150500
9005,17,2250,430.0,1218,468,4.1812,2,93700
9006,16,3245,469.0,1471,450,5.8673,2,154800
9007,33,2199,403.0,1245,394,2.73,2,96900
9008,21,3146,595.0,1580,513,2.7857,2,92700
9009,16,2812,514.0,1620,523,3.7404,2,89200
9010,23,3521,615.0,1712,636,3.3875,2,92500
9011,23,2945,592.0,1419,532,2.5733,2,88800
9012,14,2382,377.0,1278,386,5.1896,2,101900
9013,16,2234,357.0,1150,361,4.2778,2,97300
9014,18,3860,760.0,1643,664,2.0714,2,92600
9015,14,3023,469.0,1523,492,5.3602,2,118600
9016,16,3331,839.0,1955,763,1.6148,2,86600
9017,19,2778,431.0,1092,451,5.2561,2,121300
9018,29,2409,436.0,1142,440,3.6895,2,87700
9019,21,2309,424.0,1047,453,2.9886,2,87500
9020,17,2401,409.0,1100,409,4.0577,2,107300
9021,15,2864,571.0,1480,475,2.9698,2,93400
9022,14,1932,330.0,997,291,3.6875,2,93200
9023,16,2624,527.0,1077,520,2.125,2,104200
9024,14,1680,343.0,931,350,2.7336,2,89200
9025,25,1696,279.0,909,291,2.3,2,132800
9026,29,2051,351.0,915,343,3.1944,2,106800
9027,24,2015,355.0,1031,351,3.4306,2,139200
9028,21,2645,464.0,1245,407,2.9145,2,114200
9029,30,2685,546.0,951,523,2.6184,2,113900
9030,14,3263,651.0,1910,594,2.8603,2,128900
9031,27,2119,373.0,1268,345,2.8152,2,106900
9032,21,2271,376.0,1145,372,3.1528,2,113700
9033,24,2259,408.0,1169,395,1.7106,2,95500
9034,25,1880,339.0,1003,315,2.7298,2,103400
9035,15,2234,415.0,1254,420,3.0234,2,88600
9036,19,2988,681.0,1654,576,2.3792,2,90000
9037,17,2098,370.0,912,354,2.6544,2,112600
9038,33,2177,404.0,891,383,3.212,2,105200
9039,19,2010,433.0,910,390,2.6696,2,121200
9040,36,2864,603.0,1155,565,2.3571,2,113400
9041,29,2508,591.0,1112,550,1.6021,2,91400
9042,13,3839,715.0,1486,532,3.1875,2,99800
9043,23,1908,383.0,984,374,2.517,2,153500
9044,22,4173,763.0,1086,444,2.5562,2,136200
9045,21,4924,966.0,1175,454,2.9457,2,116500
9046,14,3803,689.0,1129,477,2.7188,2,137000
9047,17,8651,1579.0,2071,757,3.1076,2,115800
9048,14,1954,368.0,917,316,3.1523,2,93300
9049,17,2530,526.0,1024,496,2.0057,2,118900
9050,17,3243,619.0,1408,566,2.474,2,120100
9051,25,2505,529.0,1145,483,2.006,2,103000
9052,18,3059,609.0,1335,581,2.5129,2,115900
9053,19,2787,578.0,1208,532,2.4922,2,98700
9054,13,2104,407.0,960,401,2.4,2,177000
9055,45,1610,537.8705525375618,1148,347,2.7,1,120400
9056,33,1775,309.0,1071,296,4.6607,1,187900
9057,17,3275,599.0,2422,637,3.7092,1,190500
9058,22,2702,655.0,2664,571,3.0893,1,173400
9059,35,4431,739.0,2304,720,4.2599,1,209100
9060,30,2861,613.0,2065,586,3.2024,1,176100
9061,16,2614,575.0,1163,524,1.5781,1,134400
9062,32,3885,759.0,2504,736,3.6453,1,201700
9063,22,1815,506.0,2428,473,2.8417,1,162500
9064,21,2424,527.0,1379,484,2.6786,1,184000
9065,34,2426,646.0,2116,631,2.0682,1,158300
9066,39,950,300.0,1366,312,2.2443,1,146600
9067,20,4725,881.0,2823,869,4.0122,1,214800
9068,24,3663,828.0,2718,778,3.2757,1,186000
9069,23,3065,723.0,2042,698,2.7593,1,194800
9070,14,4026,769.0,1825,671,3.5541,1,191800
9071,28,7200,1281.0,3793,1238,4.075,1,237900
9072,48,1459,324.0,902,350,2.4185,1,189900
9073,34,3193,664.0,1434,627,2.4777,1,260300
9074,30,3826,691.0,1656,657,4.0074,1,434700
9075,39,2056,381.0,939,371,6.6257,1,427600
9076,33,2005,392.0,1043,351,5.308,1,297900
9077,22,2612,494.0,1361,439,4.1319,3,245000
9078,36,2376,541.0,1505,547,2.4595,1,197600
9079,26,2849,535.0,1383,532,2.6893,1,230800
9080,34,4314,878.0,2361,831,3.2279,3,243100
9081,22,3527,711.0,1483,640,2.7019,1,234700
9082,23,4763,828.0,2198,771,4.8105,3,313000
9083,18,5591,1042.0,2860,1026,3.5822,3,219900
9084,22,3891,657.0,1727,581,4.2656,3,241400
9085,35,3079,579.0,1807,589,4.69,3,199300
9086,18,3932,724.0,1896,680,5.2953,3,279400
9087,21,2475,502.0,1269,505,2.98,3,259200
9088,28,3231,524.0,1665,540,4.8583,3,224200
9089,17,4526,717.0,2088,655,5.6885,3,268200
9090,25,2197,320.0,934,330,6.311,3,283200
9091,29,3128,672.0,1815,648,2.9821,3,175700
9092,17,2754,577.0,1349,533,3.1618,1,154200
9093,24,1824,331.0,1049,320,5.9181,3,221100
9094,24,4165,646.0,2194,658,6.0661,3,234800
9095,16,2596,625.0,1403,562,3.4018,3,145200
9096,23,2887,540.0,1508,518,3.3452,3,217600
9097,13,3009,588.0,1439,607,4.1845,3,199500
9098,16,5018,853.0,2524,830,5.1752,3,218000
9099,22,2334,359.0,1298,363,5.5275,3,228900
9100,26,2406,411.0,1313,391,4.9079,3,234100
9101,25,2203,367.0,1194,377,5.4087,3,223200
9102,18,3208,643.0,1973,614,3.8162,3,235000
9103,22,2362,601.0,1127,499,3.4006,3,219400
9104,22,3536,615.0,1650,612,4.2381,3,229300
9105,22,7548,1038.0,2855,1008,6.729,3,409300
9106,27,2219,312.0,937,315,5.7601,3,281100
9107,24,4260,691.0,1581,607,5.5048,3,303600
9108,24,2212,332.0,899,331,5.533,3,299700
9109,33,2467,377.0,1052,363,4.7333,3,257500
9110,41,2822,564.0,1288,541,3.0799,3,254100
9111,36,2232,373.0,951,368,5.2261,3,303200
9112,32,2274,406.0,982,393,5.3254,3,385200
9113,33,3854,982.0,1835,894,3.5294,3,323900
9114,41,1445,410.0,1052,388,2.6333,3,170800
9115,50,3128,825.0,2535,783,2.3669,3,165300
9116,26,3665,932.0,2775,870,1.9286,3,160500
9117,38,2387,748.0,1537,741,2.3147,3,192500
9118,32,3295,764.0,1344,600,3.6007,3,395500
9119,23,3578,753.0,1455,649,4.1898,3,359100
9120,50,1710,412.0,915,380,3.1757,3,206300
9121,32,4071,888.0,1900,874,3.2792,3,220500
9122,29,3298,804.0,1509,711,3.8125,3,244500
9123,30,2948,827.0,1635,750,2.67,3,214900
9124,35,2532,407.0,1338,422,4.7727,3,219000
9125,36,1972,382.0,1029,411,3.7337,3,209000
9126,40,2528,572.0,1318,549,3.6413,3,212700
9127,16,4609,1220.0,2147,1007,3.375,3,218800
9128,26,3175,736.0,2460,775,3.125,3,219900
9129,17,3889,748.0,2415,739,4.5,3,234300
9130,15,4615,1008.0,2549,973,3.9063,3,198700
9131,29,4188,816.0,2783,790,4.1949,3,197100
9132,35,2183,636.0,3504,623,1.9704,3,160300
9133,36,2028,523.0,2751,496,3.015,3,149300
9134,40,1083,319.0,1843,349,2.3077,3,106900
9135,29,4039,680.0,1677,644,4.3897,3,257600
9136,28,4194,811.0,2556,856,4.2227,3,235400
9137,27,1887,487.0,1339,428,2.9185,3,224500
9138,36,1293,312.0,1128,335,2.1542,3,253900
9139,34,3413,693.0,2223,651,3.8239,3,208200
9140,46,2062,484.0,1522,469,3.087,3,213900
9141,18,3620,537.8705525375618,3171,779,3.3409,3,220500
9142,19,2393,537.8705525375618,1938,762,1.6953,3,167400
9143,18,6213,1188.0,2679,1000,3.748,3,380400
9144,15,3797,692.0,2216,675,4.7443,3,229500
9145,15,5614,989.0,2754,994,5.035,3,242900
9146,17,3332,762.0,1797,673,4.4292,3,231200
9147,35,2599,552.0,2726,543,3.2212,3,180500
9148,32,3366,677.0,2857,669,4.6186,3,181100
9149,31,2636,638.0,2695,614,3.2196,3,175800
9150,38,3221,783.0,2792,736,2.9118,3,172400
9151,34,2749,539.0,2330,559,4.2137,3,185600
9152,32,1567,304.0,1482,308,3.5867,3,182100
9153,42,1411,300.0,1295,339,2.6667,3,164900
9154,25,1596,321.0,1378,308,4.0074,3,188000
9155,21,2361,464.0,1146,396,3.6597,3,195100
9156,31,1872,434.0,1511,405,3.2314,3,186800
9157,35,4276,767.0,3295,708,4.2583,3,187300
9158,32,2388,467.0,1746,483,3.9331,3,187600
9159,30,2053,368.0,1496,391,3.6546,3,186200
9160,27,2183,364.0,1458,388,4.4567,3,191100
9161,34,2610,466.0,1543,433,3.9722,3,189000
9162,35,2733,510.0,1814,511,4.4187,3,183400
9163,32,3152,596.0,3490,526,2.725,3,450000
9164,22,6465,1397.0,2694,1370,2.9832,3,165600
9165,13,6103,1319.0,2986,1212,3.9718,3,215200
9166,31,4175,1004.0,3310,954,3.1989,3,185400
9167,27,2076,681.0,1904,647,1.4773,3,160800
9168,15,5778,1285.0,1722,829,4.3427,3,305800
9169,27,1832,415.0,1480,414,3.9643,3,186000
9170,18,2509,688.0,3129,677,2.6098,3,146100
9171,22,1612,334.0,1431,335,4.8125,3,194400
9172,28,1444,508.0,2145,437,1.6964,3,175000
9173,25,2202,390.0,1415,412,4.43,3,207700
9174,23,3204,644.0,2295,614,3.9485,3,196600
9175,36,3511,664.0,2965,695,4.0878,3,186800
9176,26,5444,1293.0,3700,1158,2.7556,3,213200
9177,35,2028,554.0,2252,521,2.4643,3,182000
9178,21,7436,984.0,2982,988,7.6775,1,391200
9179,17,10214,1589.0,3409,1327,5.3806,1,452100
9180,25,3344,502.0,1483,496,6.196,1,340600
9181,24,4341,646.0,1929,703,5.4298,1,279600
9182,25,3655,545.0,1776,544,5.687,1,238100
9183,16,5323,795.0,2493,779,5.6762,1,271300
9184,24,4650,748.0,2374,702,5.8838,1,232600
9185,21,3284,487.0,1832,521,5.2773,1,250800
9186,24,3421,656.0,2220,645,4.7831,1,214200
9187,23,3471,510.0,2002,555,5.2742,1,257500
9188,29,3511,632.0,2591,596,3.0219,1,221700
9189,18,3117,583.0,2079,545,4.6458,1,222800
9190,13,4175,1321.0,2257,1271,3.1446,1,177100
9191,27,4357,926.0,2110,876,3.0119,1,218200
9192,18,7338,1020.0,3419,1058,7.0242,1,293100
9193,16,3137,462.0,1384,436,6.1306,1,258200
9194,16,2476,402.0,1251,387,5.7676,1,241300
9195,25,2237,331.0,1121,365,6.0994,1,254900
9196,16,3746,508.0,1556,452,6.3303,1,299400
9197,23,2630,404.0,1184,385,5.2955,1,247600
9198,21,2953,419.0,1397,410,6.541,1,291500
9199,18,2730,415.0,1248,412,6.187,1,287900
9200,17,2400,352.0,1067,323,6.3522,1,259300
9201,17,3220,716.0,1381,733,2.8958,1,176000
9202,14,2627,328.0,1121,328,7.0504,1,333800
9203,14,4719,734.0,1880,731,5.3558,1,313800
9204,15,4260,537.8705525375618,1701,669,5.1033,1,410700
9205,18,6075,1056.0,2571,1018,5.22,1,399400
9206,17,3785,494.0,1527,507,8.4443,1,358500
9207,16,3380,731.0,1227,641,4.2857,3,233200
9208,16,4109,543.0,1409,560,8.1064,1,423400
9209,24,2719,434.0,1318,424,4.675,1,228800
9210,24,3689,585.0,1898,581,5.9224,1,239400
9211,25,3502,508.0,1713,508,5.5181,1,242100
9212,17,2619,606.0,1655,557,3.886,1,281300
9213,16,3631,974.0,2585,923,3.0691,1,130400
9214,16,6510,817.0,2304,778,7.9943,1,452100
9215,15,5644,757.0,2659,783,6.7559,1,312000
9216,20,3878,665.0,1651,591,5.5402,1,264600
9217,14,4242,746.0,1858,689,6.0145,1,287100
9218,16,2343,393.0,2007,383,5.756,1,302700
9219,14,3108,451.0,1566,434,6.2423,1,305400
9220,17,5593,732.0,1992,660,7.2965,1,342900
9221,13,5094,764.0,2230,737,6.4823,1,290900
9222,26,1932,280.0,886,289,5.0855,1,232200
9223,26,1775,295.0,1004,323,5.5845,1,251700
9224,29,2195,414.0,1360,401,3.4773,1,206700
9225,26,3354,659.0,2020,648,4.1576,1,211800
9226,22,3654,517.0,1565,518,6.2748,1,274800
9227,26,4439,616.0,1881,592,6.2935,1,258000
9228,23,4862,597.0,1938,594,7.3409,1,316000
9229,32,2399,384.0,1199,390,4.125,1,264600
9230,26,3135,480.0,1474,458,6.1949,1,243500
9231,23,2179,423.0,1338,406,5.5224,1,240700
9232,21,5661,1369.0,3188,1308,3.4676,1,212800
9233,16,3449,820.0,1877,816,3.2176,1,187500
9234,27,2287,320.0,967,321,6.5162,1,349400
9235,23,5647,786.0,2050,738,6.3586,1,348300
9236,17,4668,628.0,1917,624,8.1397,1,353900
9237,18,6217,858.0,2703,834,6.8075,3,325900
